Konto;Kontobeschriftung;SprachId;Kontenrahmen ID
1159;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1160;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1161;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1162;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1163;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1164;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1165;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1166;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1167;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1168;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1169;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1170;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1171;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1172;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1173;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1174;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1175;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1176;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1177;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1178;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1179;Merchandise (inventories);en_US;D871D9715A904125974B545FC0FF0681
1180;Prepayments for inventories;en_US;D871D9715A904125974B545FC0FF0681
1181;Prepayments, 7% input tax;en_US;D871D9715A904125974B545FC0FF0681
1184;Prepayments, 16% input tax;en_US;D871D9715A904125974B545FC0FF0681
1185;Prepayments, 15% input tax;en_US;D871D9715A904125974B545FC0FF0681
1186;Prepayments, 19% input tax;en_US;D871D9715A904125974B545FC0FF0681
1190;Payments received on account of orders;en_US;D871D9715A904125974B545FC0FF0681
1200;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1201;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1202;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1203;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1204;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1205;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1206;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1210;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
