c_element_id;ad_client_id;ad_org_id;isactive;created;createdby;updated;updatedby;name;description;vformat;elementtype;isbalancing;isnaturalaccount;ad_tree_id;add2tree_id;add1tree_id;c_acctschema_id
B1B140BA616740F3B020C844C2D0BB14;C726FEC915A54A0995C568555DA5BB3C;0;Y;2016-09-23 08:58:50.049618;DDAA21D11CB04D4D8EC59E39934B27FB;2016-09-23 08:58:50.049618;DDAA21D11CB04D4D8EC59E39934B27FB;Schweizer Kontenrahmen KMU;Schweizer Kontenrahmen KMU;;A;N;N;CC5248E0FD3D4F09B43DA6954402143F;;;FAE569465E994F21A54A4EE592160FFD
